contract_name,local_path,loc
0xf5ae40418a5d1ddcf5f8d667343b61b9020c2c1f.sol,safe\0xf5ae40418a5d1ddcf5f8d667343b61b9020c2c1f.sol,8
0xf5b451ef093cd8addb4c5673972d82b48e60a391.sol,safe\0xf5b451ef093cd8addb4c5673972d82b48e60a391.sol,81
0xf68992ec02885f74c24e0337ef76d0d991c60519.sol,safe\0xf68992ec02885f74c24e0337ef76d0d991c60519.sol,15
0xf6a1fa796cfbdcc4adb08dbf634438fb35561d8d_rs.sol,safe\0xf6a1fa796cfbdcc4adb08dbf634438fb35561d8d_rs.sol,16
0xfa63eb1dc0652e7d74e6658a13a306f03f356173.sol,safe\0xfa63eb1dc0652e7d74e6658a13a306f03f356173.sol,81
0xfaed077b92cecf624f134ed8d03652c9a9608a58.sol,safe\0xfaed077b92cecf624f134ed8d03652c9a9608a58.sol,113
0xfb77e15ec5abbeae742b0aa91946a065982f6042.sol,safe\0xfb77e15ec5abbeae742b0aa91946a065982f6042.sol,116
0xfbe58f5eadcd370c59d1f5234a4a21d09969c5cb.sol,safe\0xfbe58f5eadcd370c59d1f5234a4a21d09969c5cb.sol,162
0xfd62247943f94c3910a4922af2c62c2d3fac2a8f.sol,safe\0xfd62247943f94c3910a4922af2c62c2d3fac2a8f.sol,113
0xfecc464f0fa41f10f3a6a051b599db0426cb2460.sol,safe\0xfecc464f0fa41f10f3a6a051b599db0426cb2460.sol,45
0xff065e6262a66fc80b8861ba108fc8f0aacc9d50.sol,safe\0xff065e6262a66fc80b8861ba108fc8f0aacc9d50.sol,90
0xff989cf18ecfbc904bb104b5738b3ff05f10de55.sol,safe\0xff989cf18ecfbc904bb104b5738b3ff05f10de55.sol,113
0xffee4db0f30a43955398776a9524fdff0680dd7f.sol,safe\0xffee4db0f30a43955398776a9524fdff0680dd7f.sol,435
15c7b09fde87ff4c25709229e8d86e9f_cgt.sol,safe\15c7b09fde87ff4c25709229e8d86e9f_cgt.sol,150
1b1f54b3f4cefadf796b2e17b05cc2e7_cgt.sol,safe\1b1f54b3f4cefadf796b2e17b05cc2e7_cgt.sol,114
368844558533f8b0100596001b71879e_cgt.sol,safe\368844558533f8b0100596001b71879e_cgt.sol,112
36ee840ee2c730b0dd466462fb94221d_cgt.sol,safe\36ee840ee2c730b0dd466462fb94221d_cgt.sol,318
39afddc46dfaa99f28c85e727921bdae_cgt.sol,safe\39afddc46dfaa99f28c85e727921bdae_cgt.sol,120
496449e6d6f96097c95308c7551aa418_cgt.sol,safe\496449e6d6f96097c95308c7551aa418_cgt.sol,557
8a051fd9de90b410e009445a486e1d10_cgt.sol,safe\8a051fd9de90b410e009445a486e1d10_cgt.sol,30
8b415ed140d67f607dabe900553d80cc_cgt.sol,safe\8b415ed140d67f607dabe900553d80cc_cgt.sol,112
b19fffc40442b87ff4d36bffff75780f_cgt.sol,safe\b19fffc40442b87ff4d36bffff75780f_cgt.sol,439
bf67c31c3dc1e827ccf49d883ce3bbc0_cgt.sol,safe\bf67c31c3dc1e827ccf49d883ce3bbc0_cgt.sol,84
ccaaeeb118de7427945743ed5e655e8d_cgt.sol,safe\ccaaeeb118de7427945743ed5e655e8d_cgt.sol,141
cf0aad78f48c8a3a67e1e476e6ab8df7_cgt.sol,safe\cf0aad78f48c8a3a67e1e476e6ab8df7_cgt.sol,173
dd443a9352d9e4ef8e8e81310f45f607_cgt.sol,safe\dd443a9352d9e4ef8e8e81310f45f607_cgt.sol,393
ec7ad4af1fc95654260069e7932dbf3d_cgt.sol,safe\ec7ad4af1fc95654260069e7932dbf3d_cgt.sol,365
eebbd1de0bd005402b5dde75513c45f6_cgt.sol,safe\eebbd1de0bd005402b5dde75513c45f6_cgt.sol,70
eeec1e8a9be3b58748c8e9f28342e429_cgt.sol,safe\eeec1e8a9be3b58748c8e9f28342e429_cgt.sol,758
f21a824407dfb37c81f7fbbd8d8e0e58_cgt.sol,safe\f21a824407dfb37c81f7fbbd8d8e0e58_cgt.sol,364
f40afd3fefac7bcb1b05c424d48579a7_cgt.sol,safe\f40afd3fefac7bcb1b05c424d48579a7_cgt.sol,98
00_BasicCall_ree1.sol,00_BasicCall_ree1.sol,14
00_BasicCall_safe1.sol,00_BasicCall_safe1.sol,14
00_BasicConst_ree1.sol,00_BasicConst_ree1.sol,15
00_BasicConst_safe1.sol,00_BasicConst_safe1.sol,15
00_BasicCross_ree1.sol,00_BasicCross_ree1.sol,19
00_BasicEmit_ree1.sol,00_BasicEmit_ree1.sol,16
00_BasicEmit_safe1.sol,00_BasicEmit_safe1.sol,16
00_BasicError_ree1.sol,00_BasicError_ree1.sol,16
00_BasicError_safe1.sol,00_BasicError_safe1.sol,16
00_BasicFold_ree1.sol,00_BasicFold_ree1.sol,17
00_BasicFold_ree2.sol,00_BasicFold_ree2.sol,20
00_BasicFold_safe1.sol,00_BasicFold_safe1.sol,17
00_BasicFold_safe2.sol,00_BasicFold_safe2.sol,20
00_BasicInline_ree1.sol,00_BasicInline_ree1.sol,12
00_BasicInline_safe1.sol,00_BasicInline_safe1.sol,19
00_BasicNoCall_safe1.sol,00_BasicNoCall_safe1.sol,12
00_BasicNoChecks_ree1.sol,00_BasicNoChecks_ree1.sol,13
00_BasicNoChecks_safe1.sol,00_BasicNoChecks_safe1.sol,14
00_BasicStaticcall_safe1.sol,00_BasicStaticcall_safe1.sol,14
00_BasicUnchecked_ree1.sol,00_BasicUnchecked_ree1.sol,16
00_BasicUnchecked_safe1.sol,00_BasicUnchecked_safe1.sol,16
01_SingleMutexFoldUnderflow_ree1.sol,01_SingleMutexFoldUnderflow_ree1.sol,21
01_SingleMutexFoldUnderflow_safe1.sol,01_SingleMutexFoldUnderflow_safe1.sol,22
01_SingleMutexFold_ree1.sol,01_SingleMutexFold_ree1.sol,22
01_SingleMutexFold_ree2.sol,01_SingleMutexFold_ree2.sol,23
01_SingleMutexFold_ree3.sol,01_SingleMutexFold_ree3.sol,22
01_SingleMutexFold_safe1.sol,01_SingleMutexFold_safe1.sol,22
01_SingleMutex_ree1.sol,01_SingleMutex_ree1.sol,19
01_SingleMutex_ree2.sol,01_SingleMutex_ree2.sol,19
01_SingleMutex_safe1.sol,01_SingleMutex_safe1.sol,19
01_SingleMutex_safe2.sol,01_SingleMutex_safe2.sol,19
02_CrossMutexUnchecked_ree1.sol,02_CrossMutexUnchecked_ree1.sol,26
02_CrossMutexUnchecked_safe1.sol,02_CrossMutexUnchecked_safe1.sol,27
02_CrossMutexUnderflow_ree1.sol,02_CrossMutexUnderflow_ree1.sol,23
02_CrossMutexUnderflow_safe1.sol,02_CrossMutexUnderflow_safe1.sol,24
02_CrossMutex_ree1.sol,02_CrossMutex_ree1.sol,24
02_CrossMutex_ree2.sol,02_CrossMutex_ree2.sol,25
02_CrossMutex_safe1.sol,02_CrossMutex_safe1.sol,25
02_CrossMutex_safe2.sol,02_CrossMutex_safe2.sol,25
03_SingleModFoldUnderflow_ree1.sol,03_SingleModFoldUnderflow_ree1.sol,23
03_SingleModFoldUnderflow_safe1.sol,03_SingleModFoldUnderflow_safe1.sol,24
03_SingleModFold_ree1.sol,03_SingleModFold_ree1.sol,23
03_SingleModFold_ree2.sol,03_SingleModFold_ree2.sol,24
03_SingleModFold_ree3.sol,03_SingleModFold_ree3.sol,23
03_SingleModFold_safe1.sol,03_SingleModFold_safe1.sol,24
03_SingleModUnderflow_ree1.sol,03_SingleModUnderflow_ree1.sol,20
03_SingleModUnderflow_safe1.sol,03_SingleModUnderflow_safe1.sol,21
03_SingleMod_ree1.sol,03_SingleMod_ree1.sol,21
03_SingleMod_ree2.sol,03_SingleMod_ree2.sol,21
03_SingleMod_ree3.sol,03_SingleMod_ree3.sol,21
03_SingleMod_safe1.sol,03_SingleMod_safe1.sol,21
03_SingleMod_safe2.sol,03_SingleMod_safe2.sol,21
04_CrossModFoldUnderflow_safe1.sol,04_CrossModFoldUnderflow_safe1.sol,32
04_CrossModFold_ree1.sol,04_CrossModFold_ree1.sol,32
04_CrossModFold_ree2.sol,04_CrossModFold_ree2.sol,32
04_CrossModFold_ree3.sol,04_CrossModFold_ree3.sol,32
04_CrossModFold_safe1.sol,04_CrossModFold_safe1.sol,32
04_CrossMod_ree1.sol,04_CrossMod_ree1.sol,26
04_CrossMod_ree2.sol,04_CrossMod_ree2.sol,26
04_CrossMod_ree3.sol,04_CrossMod_ree3.sol,26
04_CrossMod_ree4.sol,04_CrossMod_ree4.sol,26
04_CrossMod_ree5.sol,04_CrossMod_ree5.sol,26
04_CrossMod_safe1.sol,04_CrossMod_safe1.sol,26
04_CrossMod_safe2.sol,04_CrossMod_safe2.sol,26
04_CrossMod_safe3.sol,04_CrossMod_safe3.sol,32
05_SendEmitUnchecked_safe1.sol,05_SendEmitUnchecked_safe1.sol,18
05_SendEmit_safe1.sol,05_SendEmit_safe1.sol,16
05_SendUnchecked_safe1.sol,05_SendUnchecked_safe1.sol,16
05_Send_safe1.sol,05_Send_safe1.sol,14
05_Send_safe2.sol,05_Send_safe2.sol,14
05_Send_safe3.sol,05_Send_safe3.sol,14
06_TransferUnchecked_safe1.sol,06_TransferUnchecked_safe1.sol,15
06_TransferUnchecked_safe2.sol,06_TransferUnchecked_safe2.sol,15
06_Transfer_safe1.sol,06_Transfer_safe1.sol,13
06_Transfer_safe2.sol,06_Transfer_safe2.sol,13
07_MixedSendFoldEmit_ree1.sol,07_MixedSendFoldEmit_ree1.sol,23
07_MixedSendFoldEmit_safe1.sol,07_MixedSendFoldEmit_safe1.sol,23
07_MixedSendFold_ree1.sol,07_MixedSendFold_ree1.sol,19
07_MixedSendFold_safe1.sol,07_MixedSendFold_safe1.sol,19
07_MixedSend_ree1.sol,07_MixedSend_ree1.sol,16
07_MixedSend_safe1.sol,07_MixedSend_safe1.sol,16
08_MixedTransferEmit_ree1.sol,08_MixedTransferEmit_ree1.sol,17
08_MixedTransferEmit_safe1.sol,08_MixedTransferEmit_safe1.sol,17
08_MixedTransfer_ree1.sol,08_MixedTransfer_ree1.sol,15
08_MixedTransfer_safe1.sol,08_MixedTransfer_safe1.sol,15
09_ERC20InheritMod_ree1.sol,09_ERC20InheritMod_ree1.sol,81
09_ERC20InheritMod_ree2.sol,09_ERC20InheritMod_ree2.sol,81
09_ERC20InheritMod_ree3.sol,09_ERC20InheritMod_ree3.sol,81
09_ERC20InheritMod_safe1.sol,09_ERC20InheritMod_safe1.sol,81
09_ERC20Inherit_ree1.sol,09_ERC20Inherit_ree1.sol,74
09_ERC20Inherit_safe1.sol,09_ERC20Inherit_safe1.sol,74
09_ERC20Mod_ree1.sol,09_ERC20Mod_ree1.sol,29
09_ERC20Mod_ree2.sol,09_ERC20Mod_ree2.sol,29
09_ERC20Mod_ree3.sol,09_ERC20Mod_ree3.sol,29
09_ERC20Mod_safe1.sol,09_ERC20Mod_safe1.sol,29
09_ERC20OnlyOnce_ree1.sol,09_ERC20OnlyOnce_ree1.sol,22
09_ERC20OnlyOnce_safe1.sol,09_ERC20OnlyOnce_safe1.sol,23
09_ERC20OnlyOnce_safe2.sol,09_ERC20OnlyOnce_safe2.sol,22
09_ERC20StakingPullMod_ree1.sol,09_ERC20StakingPullMod_ree1.sol,54
09_ERC20StakingPullMod_ree2.sol,09_ERC20StakingPullMod_ree2.sol,54
09_ERC20StakingPullMod_safe1.sol,09_ERC20StakingPullMod_safe1.sol,54
09_ERC20StakingPull_ree1.sol,09_ERC20StakingPull_ree1.sol,47
09_ERC20StakingPull_safe1.sol,09_ERC20StakingPull_safe1.sol,47
09_ERC20StakingPull_safe2.sol,09_ERC20StakingPull_safe2.sol,47
09_ERC20Staking_ree1.sol,09_ERC20Staking_ree1.sol,35
09_ERC20Staking_ree2.sol,09_ERC20Staking_ree2.sol,35
09_ERC20Staking_ree3.sol,09_ERC20Staking_ree3.sol,39
09_ERC20Staking_safe1.sol,09_ERC20Staking_safe1.sol,62
09_ERC20Staking_safe2.sol,09_ERC20Staking_safe2.sol,62
09_ERC20Staking_safe3.sol,09_ERC20Staking_safe3.sol,39
09_ERC20Staticcall_ree1.sol,09_ERC20Staticcall_ree1.sol,25
09_ERC20_ree1.sol,09_ERC20_ree1.sol,22
09_ERC20_ree2.sol,09_ERC20_ree2.sol,22
09_ERC20_safe1.sol,09_ERC20_safe1.sol,67
09_ERC20_safe2.sol,09_ERC20_safe2.sol,67
09_ERC20_safe3.sol,09_ERC20_safe3.sol,38
09_ERC20_safe4.sol,09_ERC20_safe4.sol,22
10_OnlyOnce_safe1.sol,10_OnlyOnce_safe1.sol,18
10_OnlyOnce_safe2.sol,10_OnlyOnce_safe2.sol,18
11_ProxyStaticcall_safe1.sol,11_ProxyStaticcall_safe1.sol,18
11_Proxy_safe1.sol,11_Proxy_safe1.sol,25
11_Proxy_safe2.sol,11_Proxy_safe2.sol,12
12_OnlyOwner_ree1.sol,12_OnlyOwner_ree1.sol,33
12_OnlyOwner_safe1.sol,12_OnlyOwner_safe1.sol,40
13_LoopCrossMod_ree1.sol,13_LoopCrossMod_ree1.sol,28
13_LoopCrossMod_ree2.sol,13_LoopCrossMod_ree2.sol,29
13_LoopCrossMod_ree3.sol,13_LoopCrossMod_ree3.sol,29
13_LoopCrossMod_safe1.sol,13_LoopCrossMod_safe1.sol,29
13_LoopCrossMutex_ree1.sol,13_LoopCrossMutex_ree1.sol,26
13_LoopCrossMutex_safe1.sol,13_LoopCrossMutex_safe1.sol,28
13_LoopCrossMutex_safe2.sol,13_LoopCrossMutex_safe2.sol,28
13_Loop_ree1.sol,13_Loop_ree1.sol,17
13_Loop_safe1.sol,13_Loop_safe1.sol,17
14_DelegateCall_ree1.sol,14_DelegateCall_ree1.sol,16
14_DelegateCall_ree2.sol,14_DelegateCall_ree2.sol,22
14_DelegateCall_ree3.sol,14_DelegateCall_ree3.sol,22
14_DelegateCall_ree4.sol,14_DelegateCall_ree4.sol,23
14_ReadOnly_safe1.sol,14_ReadOnly_safe1.sol,60
15_ReadOnlyStaticcall_ree1.sol,15_ReadOnlyStaticcall_ree1.sol,72
15_ReadOnlyStaticcall_safe1.sol,15_ReadOnlyStaticcall_safe1.sol,65
15_ReadOnly_ree1.sol,15_ReadOnly_ree1.sol,60
15_ReadOnly_ree2.sol,15_ReadOnly_ree2.sol,67
15_ReadOnly_safe2.sol,15_ReadOnly_safe2.sol,67
16_HumanFold_ree1.sol,16_HumanFold_ree1.sol,24
16_HumanFold_ree2.sol,16_HumanFold_ree2.sol,24
16_HumanFold_ree3.sol,16_HumanFold_ree3.sol,22
16_HumanFold_safe1.sol,16_HumanFold_safe1.sol,21
16_HumanMod_ree1.sol,16_HumanMod_ree1.sol,28
16_HumanMod_ree2.sol,16_HumanMod_ree2.sol,29
16_Human_ree1.sol,16_Human_ree1.sol,23
16_Human_ree2.sol,16_Human_ree2.sol,21
16_Human_safe1.sol,16_Human_safe1.sol,18
16_Human_safe2.sol,16_Human_safe2.sol,18
16_Human_safe3.sol,16_Human_safe3.sol,23
